ID_CLB;INTITULE_COMPLET;VALEUR;ETAT;STATUT_RECRUTEMENT;DATE_DEBUT_INCLUSION;DATE_FIN_INCLUSION;DATE_DEBUT_ETUDE;DATE_FIN_ETUDE;ROLE_CLB;DETAIL_ROLE_CLB
ET22000012;"ZX-2021-FES-ESTROTIMP-4 : Impact de la Tomographie par Emission de Positons (TEP) au 18F-Fluoroestradiol (FES) sur la décision thérapeutique chez des patientes atteintes d'un cancer du sein métastatique ou localement avancé inopérable RE positif et HER2 négatif ";NCT05486182;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;N;
ET22000014;ETIC-LM UC-BCG-2205: Étude multicentrique de phase II à bras unique évaluant l’Efficacité de l’association Tucatinib, capécitabine et trastuzumab Intra-LCR chez les patients présentant un cancer du sein HER2 amplifié avec métastases  leptoméningées;NCT05800275;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET22000020;"GCT1047-01:  Étude d’escalade de dose, en ouvert, de première administration à l’homme, avec cohortes d’extension, visant à évaluer la sécurité d’emploi du GEN1047 chez des patients atteints de tumeurs solides malignes ";NCT05180474;410;Suspendue aux inclusions;NULL;NULL;NULL;NULL;O;
ET22000026;"MK-4280A-008:  Etude clinique de phase 3 randomisée évaluant le MK-4280A (coformulation du favezelimab [MK-4280] avec le pembrolizumab [MK-3475]) versus la chimiothérapie au choix de l’investigateur chez des participants atteints d’un Lymphome de Hodgkin classique en rechute ou réfractaire et réfractaire au PD-1/L1 (KEYFORM-008) ";NCT05508867;010;En préparation;NULL;NULL;NULL;NULL;O;
ET22000028;CANUT-2 (étude randomisée) : Impact d’un accompagnement nutritionnel, sensoriel et culinaire sur l’amélioration de la qualité de vie liée aux repas chez des patients atteints de cancer et traités par chimiothérapie;NCT05027490;600;Terminée;NULL;NULL;NULL;NULL;O;
ET22000030;"RC21_0246_ PROPERTY: Étude randomisée, en double aveugle, multicentrique, contrôlée par placebo, évaluant la neurotoxicité chez des patients atteints d'un cancer gastro-intestinal métastatique prenant du phycocare ou un placebo pendant une chimiothérapie à base d'oxaliplatine », ";NCT05025826;900;Invalidée;2022-09-12 00:00:00.000;NULL;NULL;NULL;O;
ET22000032;BA3021-001: A PHASE 1/2 DOSE ESCALATION AND DOSE EXPANSION STUDY OF BA3021 ALONE AND IN COMBINATION WITH NIVOLUMAB IN PATIENTS WITH ADVANCED SOLID TUMORS;NCT03504488;900;Invalidée;NULL;NULL;NULL;NULL;O;
ET22000035;IMMU-132-15 : A Phase 1, Open-Label, Dose-Escalation Study to Determine an Appropriate Starting Dose of Sacituzumab Govitecan in Subjects With Advanced or Metastatic Solid Tumor and Moderate Liver Impairment;NCT04617522;010;En préparation;NULL;NULL;NULL;NULL;O;
ET22000036;IMMU-132-14: Open-label Rollover Study to Evaluate Long-Term Safety in Subjects with Metastatic Solid Tumors that are Benefiting from Continuation of Therapy with Sacituzumab Govitecan;NCT04319198;010;En préparation;NULL;NULL;NULL;NULL;O;
ET22000037;BAY 73-4506/20329 FACET : Evaluation de la faisabilité d’utilisation d’un système de dispositifs visant à détecter la survenue du Syndrome Main-Pied (SMP) chez les patients souffrant d’un cancer colorectal métastatique et traités par régorafénib : une étude interventionnelle de preuve de concept;NON APPLICABLE;600;Terminée;NULL;NULL;NULL;NULL;O;
ET22000038;GS-US-496-5657 : A Phase 1b Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Preliminary Efficacy of GS-3583, a FLT3 Agonist Fc Fusion Protein, in Subjects with Advanced Solid Tumors _ expansion ORL et poumon;NCT04747470;900;Invalidée;NULL;NULL;NULL;NULL;O;
ET22000044;"INCB123667-101 : A Phase 1, Open-Label, Multicenter Study of INCB123667 as Monotherapy in Participants With Selected Advanced Solid Tumors  ";NCT05238922;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET22000045;ARC-21  ARCUS: Essai de phase II visant à évaluer la sécurité d'emploi et l'efficacité d'associations thérapeutiques à base de domvanalimab (AB154) et de zimberelimab (AB122) chez des patients atteints de tumeurs malignes avancées des voies gastro-intestinales supérieures;NCT 05329766;010;En préparation;NULL;NULL;NULL;NULL;O;
ET22000048;TT420C1206: A Phase II, Open Label, Multicenter Study to Evaluate the Efficacy and Safety of TT-00420 Tablet in Adult Patients with Advanced Cholangiocarcinoma: Phase II – Cholangiocarcinome avancé _ phase II pour évaluer l’innocuité et l’efficacité chez les patients atteints d’un cholangiocarcinome avancé avec ou sans altération de FGFR est en cours de lancement au Centre médical MD Anderson et dirigée par le Dr Milind Javle (NCT04919642;NCT04919642;900;Invalidée;NULL;NULL;NULL;NULL;O;
ET22000060;A5481092! PHASE 1/2 STUDY TO EVALUATE PALBOCICLIB (IBRANCE®) IN COMBINATION WITH IRINOTECAN AND TEMOZOLOMIDE AND/OR IN COMBINATION WITH TOPOTECAN AND CYCLOPHOSPHAMIDE IN PEDIATRIC PATIENTS WITH RECURRENT OR REFRACTORY SOLID TUMORS;NCT03709680;010;En préparation;NULL;NULL;NULL;NULL;O;
ET22000063;"Debio 0228-101 : Etude de phase I/II multicentrique, en ouvert, non randomisée visant à évaluer la sécurité d’emploi, la tolérance et les caractéristiques d’imagerie du [68Ga]Ga-DPI-4452, ainsi que la sécurité d’emploi, la tolérance et l’efficacité du [177Lu]Lu-DPI-4452 chez les patients présentant des tumeurs solides non résécables localement avancées ou métastatiques ";NCT05706129;010;En préparation;NULL;NULL;NULL;NULL;O;
ET22000065;C-800-23 AGEN8123: A MULTICOHORT, OPEN LABEL, PHASE 2 STUDY OF BOTENSILIMAB(AGEN1181) FOR TREATMENT OF ADVANCED MELANOMA REFRACTORY TO PRIOR CHECKPOINT INHIBITOR THERAPY;NCT05529316;010;En préparation;NULL;NULL;NULL;NULL;O;
ET22000068;PLGG – MEKTRIC (Pediatric Low Grade Glioma – MEKinhibitor TRIal vs Chemotherapy) : Protocole national de phase II des patients pédiatriques et AJA (Adolescents et Jeunes Adultes) non NF1 ayant un gliome de bas grade BRAF non muté en première ligne comparant un traitement par MEK inhibiteur (Trametinib) en prise orale quotidienne versus vinblastine IV hebdomadaire pendant 18 mois;NCT05180825;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET22000069;LATIFY PXL 270336 D533BC00001: A Phase III, Open-label, Randomised, Multicentre Study of Ceralasertib Plus Durvalumab Versus Docetaxel in Patients With Advanced or Metastatic Non-Small Cell Lung Cancer Without Actionable Genomic Alterations, and Whose Disease Has Progressed On or After Prior Anti-PD-(L)1 Therapy and Platinum-based Chemotherapy;NCT05450692;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET22000075;"RMC-6291-001: Étude de phase 1/1b, multicentrique, en ouvert, à dose progressive et expansion de dose, portant sur le RMC-6291 en monothérapie chez des patients atteints de tumeurs solides avancées porteurs de la mutation KRASG12C ";" NCT05462717";400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET22000081;M21-404 : Étude de phase 1 de première administration chez l’Homme visant à évaluer l’innocuité, la pharmacocinétique et l’efficacité d’ABBV-400 chez des patients adultes présentant des tumeurs solides avancées;NCT05029882;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET22000082;XB002-101 JEWEL-101: Etude d'escalade de dose puis de cohorte d'expansion évaluant la sécurité d'emploi et la pharmacocinétique du XB002 en monothérapie en traitement combiné chez des patients atteints de tumeurs solides localementt avancés ou métastatiques inopérables;NCT04925284;410;Suspendue aux inclusions;NULL;NULL;NULL;NULL;O;
ET22000083;"GCT1042-02 : A Phase 1/2, Randomized, Open-Label Trial Evaluating the Safety and Clinical Activity of GEN1042 With or Without Pembrolizumab Following Stereotactic Body Radiotherapy in Subjects with Metastatic Solid Tumors ";" NCT05491317";400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET22000086;STP938-101 : Première étude chez l’Homme (First-in-Human), en ouvert, de phase 1/2, évaluant l’innocuité, la tolérance, la pharmacocinétique et l’efficacité préliminaire de STP938, un inhibiteur du CTPS1, chez des patients adultes atteints de lymphomes à cellules B et à cellules T récidivants ou réfractaires;NCT05463263;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET22000087;"R7075-ONC-2009 : A Phase 1/2 Study of REGN7075 (EGFRxCD28 Costimulatory Bispecific Antibody) in Combination With Cemiplimab in Patients With Advanced Solid Tumors ";NCT04626635;010;En préparation;NULL;NULL;NULL;NULL;O;
ET22000088;Loxo-PIK-21001 : A phase 1a/1b Study of LOXO-783 administered as Monotherapy and in Combination with anticancer Therapies for patients with Advanced Breast Cancer and Other Solid Tumors with a PIK3CA H1047R Mutation;NCT05307705;410;Suspendue aux inclusions;NULL;NULL;NULL;NULL;O;
ET22000100;"CA057-001 CELMOD: Étude de phase 3, en deux phases, randomisée, multicentrique, en ouvert, comparant le traitement par CC-92480, Bortézomib et Déxamethasone (480Vd) au traitement par Pomalidomide, Bortézomib et Déxamethasone (PVd) chez des patients atteints de myélome multiple en rechute ou réfractaire (MMRR) ";NCT05519085;400;Ouverte aux inclusions;2023-01-31 00:00:00.000;NULL;NULL;NULL;O;
ET22000101;FILObsLLC_RESIST: REfractorinesS to Ibrutinib of patients with Chronic Lymphocytic Leukemia taking other Systemic Targeted therapy;NCT05621148;010;En préparation;NULL;NULL;NULL;NULL;O;
ET22000102;"PRODIGE 70 - CIRCULATE : Décision de traitement adjuvant des cancers coliques de stade II basée sur l’analyse de l’ADN tumoral circulant ";NCT04120701;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET22000104;IDRX-42-001 : a First in Human Study of IDRX-42 in participants with metastatic and/or unresectable gastrointestinal stromal tumors (GIST) _ expansion uniquement;" NCT05489237";400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET22000106;"ARC-22 STAR-221: Essai de phase 3, randomisé, en ouvert, multicentrique, évaluant le domvanalimab et zimbérélimab plus chimiothérapie versus nivolumab plus chimiothérapie chez les patients avec un adénocarcinome de l’estomac, de la jonction gastro-œsophagienne ou de l’œsophage, localement avancé non résécable ou métastatique, non pré-traités ";NCT05568095;420;Close aux inclusions;2023-08-11 00:00:00.000;NULL;2023-07-25 00:00:00.000;NULL;O;
ET22000110;"MESO-IMMUNE GFPC 04 2021  :  Etude non-interventionnelle , nationale et multicentrique de patients atteints de Mésothéliome Pleural malin, naïfs de traitement , non opérables et ayant bénéficié de l’association Nivolumab et Ipilimumab dans le cadre d’un accès précoce en première ligne ";NCT05308966;010;En préparation;NULL;NULL;NULL;NULL;O;
ET22000115;C3441052 TALAPRO-3: Étude de phase 3 randomisée, en double aveugle, portant sur le talazoparib en association avec l’enzalutamide, par rapport à un placebo en association avec l’enzalutamide chez des hommes atteints d’un cancer de la prostate métastatique sensible à la castration avec mutation du gène DDR;NCT04821622;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET22000118;"TRANSCRIPT 69HCL21_1095 : Etude internationale, multicentrique, contrôlée, randomisée, en ouvert, évaluant le bénéfice de la greffe autologue de cellules souches après réponse complète chez les patients atteints d’un lymphome T ";NCT05444712;400;Ouverte aux inclusions;2023-02-21 00:00:00.000;NULL;NULL;NULL;O;
ET22000120;"IDE397-001 : An Open Label, Phase 1, Treatment Study to Evaluate the Safety, Pharmacokinetics, and Pharmacodynamics of IDE397 (MAT2A Inhibitor) In Adult Participants with Advanced Solid Tumors ";NCT04794699;900;Invalidée;NULL;NULL;NULL;NULL;O;
ET22000121;RADIOSONIC : Évaluation de la radiothérapie après réponse complète sous inhibiteur de la voie Sonic Hedgehog chez les patients atteints de carcinome basocellulaire localement avancé : une étude prospective multicentrique;NCT05561634;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET22000123;"PMV-586-101 : Étude de phase I/II en ouvert, multicentrique, visant à évaluer la sécurité d’emploi, la tolérabilité, la pharmacocinétique, la pharmacodynamique et l’efficacité du PC14586 chez des patients atteints de tumeurs solides localement avancées ou métastatiques présentant une mutation de TP53 Y220C (PYNNACLE)  ";NCT04585750;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET22000125;STARTER : Etude nationale, multicentrique de phase III, randomisée, contrôlée visant à évaluer l’impact d’un programme supervisé d’activité physique d’un an sur la diminution de la fatigue à long terme chez les patients atteints d’un cancer du testicule métastatique et traités par chimiothérapie;NCT05588700;010;En préparation;NULL;NULL;NULL;NULL;N;Coordination et centre inclueur
ET22000136;BO44178: Etude de phase II, randomisée, multicentrique, en double aveugle, contrôlée, évaluant le RO7247669 plus chimiothérapie à base de platine versus pembrolizumab plus chimiothérapie à base de platine chez des patients présentant un cancer bronchique non à petites cellules localement avancé ou métastatique non précédemment traité;NCT05775289;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET22000139;"TAK-676-1002 : Étude d’escalade de dose de phase I, en ouvert, visant à évaluer la sécurité d’emploi, la tolérance, la pharmacocinétique et la pharmacodynamie du TAK-676 en monothérapie et en association au pembrolizumab chez des patients adultes atteints de tumeurs solides avancées ou métastatiques _ TAK-676 plus Pembrolizumab in patients with previously untreated metastatic squamous cell carcinoma of the head and neck (SSCHN) and MSI-H/dMMR and MSS/pMMR colorectal cancer (CRC). ";NCT04420884;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET22000142;"IFCT-2105 LURBICLIN : Evaluation et suivi des patients porteurs d’un cancer pulmonaire à petites cellules (CPC) traité par lurbinectedin dans le cadre de l’ATU ";NCT05285033;010;En préparation;NULL;NULL;NULL;NULL;O;
ET22000146;TPN-RAD : Etude randomisée comparant un pansement à pression négative à un pansement conventionnel chez des patients atteints de sarcomes des tissus mous (STS) des membres ou du tronc réséqués après radiothérapie externe;NCT05944913;400;Ouverte aux inclusions;NULL;NULL;2023-07-04 00:00:00.000;NULL;O;
ET22000149;StopOrNot : Impact de la poursuite des inhibiteurs du système rénine angiotensine-aldostérone avant chirurgie majeure sur la morbi-mortalité péri-opératoire.;NCT03374449;900;Invalidée;NULL;NULL;NULL;NULL;O;
ET22000150;SGNDV-001/KN-D74: Étude de phase III en ouvert, randomisée et contrôlée, comparant le disitamab védotine en association avec le pembrolizumab par rapport à une chimiothérapie chez des patients atteints d’un carcinome urothélial localement avancé ou métastatique, non encore traité, qui exprime HER2 (IHC 1+ et supérieur);NCT05911295;005;Pré CREC;NULL;NULL;NULL;NULL;O;
ET22000151;"FILOCLL15-GLORIFY : Essai de phase 2 évaluant le glofitamab (anticorps bispécifique CD3xCD20) en combinaison avec rituximab ou obinutuzumab et cyclophosphamide, doxorubicine, vincristine et prednisone (R/G-CHOP) chez les patient présentant un syndrome de Richter préalablement non traité ";NCT06186648;005;Pré CREC;NULL;NULL;NULL;NULL;O;
ET22000157;GIG-T: phase III ayant pour but d’évaluer l’efficacité de la thromboprophylaxie chez les patients présentant une tumeur germinale métastatique de pronostic intermédiaire ou de bon pronostic, débutant une chimiothérapie de 1ère ligne à base de cisplatine;NCT05874063;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
